Go.	Geh.
It's my money.	Es ist mein Geld.
It's my treat.	Das geht auf meine Rechnung.
It's my treat.	Diesmal zahle ich.
It's not cold.	Es ist nicht kalt.
It's not easy.	Es ist nicht einfach.
It's not fair.	Das ist ungerecht.
It's not gold.	Es ist nicht Gold.
It's not gold.	Es ist kein Gold.
It's not good.	Es ist nicht gut.
It's not here.	Sie ist nicht hier.
It's not here.	Es ist nicht hier.
It's not here.	Er ist nicht hier.
It's not mine.	Das ist nicht meins.
It's not true.	Das ist nicht wahr.
It's not ugly.	Es ist nicht hässlich.
It's obsolete.	Das ist veraltet.
It's occupied.	Es ist besetzt.
It's optional.	Das ist freiwillig.
It's over now.	Es ist jetzt vorbei.
It's possible.	Es ist möglich.
It's so quiet.	Es ist so still.
It's so sweet.	Es ist so süß.
It's the cops!	Die Bullen!
It's too cold.	Es ist zu kalt.
It's too dark.	Es ist zu dunkel.
It's too easy.	Es ist zu leicht.
It's too easy.	Das ist zu leicht.
It's too fast.	Das ist zu schnell.
It's too hard.	Es ist zu schwierig.
It's too hard.	Es ist zu hart.
It's too late.	Es ist zu spät.
It's too long.	Es ist zu lang.
It's too loud.	Es ist zu laut.
It's too soon.	Es ist zu früh.
It's too thin.	Das ist zu dünn.
It's too thin.	Es ist zu dünn.
It's too ugly.	Es ist zu hässlich.
It's too ugly.	Das ist zu schiech.
It's unlikely.	Das ist unwahrscheinlich.
It's unlocked.	Es ist entsperrt.
It's unlocked.	Es ist freigeschaltet.
It's up to me.	Es liegt an mir.
It's up to us.	Es ist an uns.
It's up to us.	Es hängt von uns ab.
It's upstairs.	Es befindet sich oben.
It's very big.	Es ist sehr groß.
It's very dry.	Es ist sehr trocken.
It's very hot.	Es ist sehr heiß.
It's very new.	Es ist sehr neu.
It's very odd.	Es ist sehr seltsam.
It's very odd.	Es ist sehr eigenartig.
It's very sad.	Es ist sehr traurig.
Just a minute.	Nur eine Minute.
Just a moment.	Moment mal!
Just a moment.	Einen Augenblick!
Just a moment.	Warte eine Minute.
Just check it.	Kontrollier ihn einfach.
Just check it.	Kontrollier sie einfach.
Just check it.	Kontrollier es einfach.
Just check it.	Kontrollier's einfach.
Just check it.	Kontrollieren Sie ihn einfach.
Just check it.	Kontrollieren Sie sie einfach.
Just check it.	Kontrollieren Sie es einfach.
Just check it.	Kontrollieren Sie's einfach.
Just check it.	Kontrolliert ihn einfach.
Just check it.	Kontrolliert sie einfach.
Just check it.	Kontrolliert es einfach.
Just check it.	Kontrolliert's einfach.
Just find Tom.	Finde einfach Tom.
Just get lost.	Zieh Leine!
Just get lost.	Verzieh dich!
Just get lost.	Verziehen Sie sich!
Just get lost.	Ziehen Sie Leine!
Just get lost.	Verzieht euch!
Just get lost.	Zieht Leine!
Just get lost.	Verschwinde einfach!
Just get lost.	Verschwinden Sie einfach!
Just get lost.	Verschwindet einfach!
Just pick one.	Nimm nur einen.
Keep Tom busy.	Beschäftige Tom.
Keep Tom busy.	Halte Tom auf Trab.
Keep climbing.	Klettere weiter!
Keep climbing.	Klettern Sie weiter!
Keep climbing.	Klettert weiter!
Keep in touch!	Lasst uns in Verbindung bleiben!
Keep in touch.	Lass uns in Kontakt bleiben.
Keep it quiet.	Behalt es für dich!
Keep it quiet.	Behalten Sie es für sich!
Keep it quiet.	Behaltet es für euch!
Keep it short.	Fasse dich kurz.
Keep paddling.	Paddel weiter!
Keep paddling.	Paddeln Sie weiter!
Let Tom do it.	Lass es Tom tun.
Let Tom do it.	Lassen Sie es Tom tun.
Let Tom do it.	Lasst es Tom tun.
Let Tom do it.	Lass es Tom machen.
Let Tom drive.	Lass Tom fahren.
Let Tom sleep.	Lass Tom schlafen.
Let Tom sleep.	Lassen Sie Tom schlafen.
Let Tom sleep.	Lasst Tom schlafen.
Let Tom speak.	Lass Tom sprechen!
Let go of Tom.	Lass Tom los!
Let him do it.	Lass es ihn machen!
Let him do it.	Überlass ihm das.
Let him do it.	Überlass es ihm.
Let him enter.	Lass ihn eintreten.
Let me try it.	Lass es mich versuchen.
Let them talk.	Lass sie reden.
Let's ask him.	Fragen wir ihn!
Let's ask him.	Lass uns den Mann da mal fragen.
Let's eat now.	Lass uns jetzt essen!
Let's eat out.	Lass uns essen gehen!
Let's eat out.	Lasst uns essen gehen!
Let's go away.	Lasst uns fortgehen.
Let's go back.	Lass uns zurückgehen.
Let's go home.	Lass uns nach Hause gehen.
Let's keep it.	Belassen wir's dabei.
Let's move on.	Lass uns weitermachen.
Let's open it.	Machen wir es auf.
Let's proceed.	Lasst uns fortfahren.
Let's sue Tom.	Verklagen wir Tom.
Life is crazy.	Das Leben ist verrückt.
Life is short.	Das Leben ist kurz.
Life is tough.	Das Leben ist hart.
Life's unfair.	Das Leben ist ungerecht.
Listen to Tom.	Hör auf Tom!
Lock the door!	Schließ die Tür ab!
Lock the door!	Schließ die Tür zu!
Lock the door.	Schließen Sie die Tür ab.
Lock the door.	Schließ die Tür zu.
Lock the safe.	Schließ den Tresor ab.
Look at these.	Schau dir diese da an.
Look at those.	Sieh dir diese an.
Look in there.	Schau dort rein.
Look up there.	Sieh dort oben nach.
Love is blind.	Liebe macht blind.
Love is blind.	Liebe ist blind.
Love is crazy.	Liebe ist verrückt.
Make me happy.	Mach mich glücklich.
Make the beds.	Mach die Betten.
Make your bed.	Mach dein Bett!
Man is mortal.	Der Mensch ist sterblich.
Mary is a fox.	Maria ist ein heißer Feger.
Mary is weird.	Maria ist komisch.
Mary is weird.	Maria ist seltsam.
Mary shrieked.	Maria kreischte.
May I ask why?	Darf ich fragen, warum?
May I ask why?	Darf ich nach dem Grund fragen?
May I come in?	Kann ich reinkommen?
May I come in?	Darf ich reinkommen?
May I come in?	Darf ich eintreten?
May I go home?	Darf ich nach Hause gehen?
Meat's scarce.	Das Fleisch ist knapp.
Memorize this.	Lern das auswendig!
Men never cry.	Männer weinen nie!
Mine is black.	Meins ist schwarz.
Mine is black.	Meine ist schwarz.
Mine is black.	Meiner ist schwarz.
Mom's at work.	Mama ist arbeiten.
Motion denied.	Antrag abgelehnt!
My back hurts.	Ich habe Rückenschmerzen.
My back hurts.	Mein Rücken tut weh.
My back hurts.	Mein Rücken schmerzt.
My back hurts.	Mir tut der Rücken weh.
My car is red.	Mein Auto ist rot.
My cat is wet.	Meine Katze ist nass.
My dog ate it.	Mein Hund hat es gefressen.
My dog is big.	Mein Hund ist groß.
My feet stink.	Meine Füße stinken.
My foot hurts.	Mein Fuß schmerzt.
My foot hurts.	Mein Fuß tut weh.
My foot hurts.	Mir tut der Fuß weh.
My hair's wet.	Ich habe feuchtes Haar.
My head aches.	Ich habe Kopfweh.
My head aches.	Ich habe Kopfschmerzen.
My knee hurts.	Mir tut das Knie weh.
My lungs hurt.	Meine Lungen tun mir weh.
My lungs hurt.	Meine Lungen schmerzen.
My lungs hurt.	Meine Lungen schmerzten.
My lungs hurt.	Meine Lungen taten mir weh.
My name's Tom.	Ich heiße Tom.
My neck hurts.	Mir tut der Nacken weh.
My neck hurts.	Ich habe Nackenschmerzen.
My pen is new.	Mein Füller ist neu.
Night came on.	Die Nacht zog herauf.
No one saw me.	Niemand hat mich gesehen.
No one saw us.	Niemand hat uns gesehen.
No one's here.	Niemand ist hier.
No one's home.	Niemand ist zu Hause.
No, thank you.	Nein, danke.
Nobody called.	Niemand ist vorbeigekommen.
Nobody called.	Niemand hat angerufen.
Nobody called.	Niemand hat sich gemeldet.
Nobody saw me.	Keiner hat mich gesehen.
Nobody saw me.	Niemand sah mich.
Nobody smiled.	Niemand lächelte.
Nobody smiled.	Niemand hat gelächelt.
Nobody's busy.	Keiner hat etwas zu tun.
Nobody's home.	Es ist niemand zu Hause.
Nothing moved.	Nichts bewegte sich.
Nothing moved.	Nichts hat sich bewegt.
Now I'm angry.	Jetzt bin ich wütend.
Now I'm ready.	Jetzt bin ich so weit.
Now it's over.	Es ist jetzt vorbei.
Now you do it.	Jetzt bist du dran.
OK, I'm ready.	Gut, ich bin soweit.
OK, listen up.	Okay, hör zu.
Oh, I'm sorry.	Oh, tut mir leid.
Only Tom left.	Nur Tom ist gegangen.
Open the door.	Öffnen Sie die Tür.
Open the door.	Öffne die Tür.
Open the door.	Mach die Tür auf.
Open the door.	Machen Sie die Tür auf.
Open the door.	Macht die Tür auf.
Open the gate.	Öffne das Tor!
Open the gate.	Öffnet das Tor!
Open the safe.	Öffnen Sie den Tresor!
Open the safe.	Öffne den Tresor!
Our team lost.	Unsere Mannschaft hat verloren.
Owls are cute.	Eulen sind niedlich.
Owls are cute.	Eulen sind süß.
Pass it to me.	Gib es mir.
People change.	Menschen verändern sich.
Pick any card.	Zieh eine beliebige Karte.
Play it again.	Spiel es nochmal.
Please go now.	Bitte geh jetzt.
Put on a robe.	Zieh einen Bademantel an!
Quiet, please.	Bitte leise!
Quit stalling.	Hör auf, Zeit zu schinden!
Read after me.	Lies es nach mir.
Read it again.	Lies es nochmals.
Read it aloud.	Lies es vor.
Read it aloud.	Lesen Sie es vor.
Read it to me.	Lies es mir vor!
Read it to me.	Lesen Sie es mir vor!
Read this now.	Lies das jetzt.
Read this now.	Lesen Sie das jetzt.
Read this now.	Lest das jetzt.
Red is better.	Rot ist besser.
Red suits you.	Rot steht dir.
Red suits you.	Rot steht euch.
Red suits you.	Rot steht Ihnen.
Rest in peace.	Ruhe in Frieden.
Roll the dice.	Würfel!
Roll the dice.	Würfle!
Roll the dice.	Würfele!
Roll the dice.	Würfeln Sie!
Save yourself.	Rette dich selbst!
Save yourself.	Retten Sie sich selbst!
School is out.	Die Schule ist zu Ende.
See you again.	Auf Wiedersehen!
See you again.	Auf Wiederschauen!
See you later.	Wir sehen uns.
See you there.	Wir sehen uns dort.
Send Tom over.	Schick Tom vorbei.
Send it to me.	Schicken Sie es mir.
Send it to me.	Schick es mir!
She avoids me.	Sie geht mir aus dem Weg.
She bent down.	Sie bückte sich.
She came last.	Sie kam als Letzte.
She came last.	Sie wurde Letzte.
She can skate.	Sie kann Schlittschuh laufen.
She can skate.	Sie kann Rollschuh laufen.
She can't ski.	Sie kann nicht Ski fahren.
She could die.	Sie könnte sterben.
She dumped me.	Sie hat mit mir Schluss gemacht.
She dumped me.	Sie hat mir den Laufpass gegeben.
She dumped me.	Sie hat mich verlassen.
She dumped me.	Sie hat mich abserviert.
She got angry.	Sie wurde wütend.
She hated him.	Sie verabscheute ihn.
She hated him.	Sie hasste ihn.
She hated him.	Sie konnte ihn nicht leiden.
She hates him.	Sie hasst ihn.
She hates him.	Sie kann ihn nicht leiden.
She helps him.	Sie hilft ihm.
She hired him.	Sie hat ihn eingestellt.
She is a twin.	Sie ist ein Zwilling.
She is active.	Sie ist aktiv.
She is crying.	Sie weint.
She is eating.	Sie isst gerade.
She just left.	Sie ist gerade gegangen.
She led me on.	Sie hat mir falsche Hoffnungen gemacht.
She led me on.	Sie hat mir etwas vorgemacht.
She likes him.	Sie mag ihn.
She likes him.	Sie liebt ihn.
She looks sad.	Sie sieht traurig aus.
She loves Tom.	Sie liebt Tom.
She loves him.	Sie liebt ihn.
She needs you.	Sie braucht dich.
She needs you.	Sie braucht Sie.
She obeys him.	Sie gehorcht ihm.
She obeys him.	Sie ist ihm hörig.
She overslept.	Sie hat verschlafen.
She runs fast.	Sie ist eine schnelle Läuferin.
She wants him.	Sie will ihn.
She was brave.	Sie war tapfer.
She was livid.	Sie war fuchsteufelswild.
She was livid.	Sie war außer sich vor Wut.
She was naive.	Sie war naiv.
She was naive.	Sie war einfältig.
She was naive.	Sie war leichtgläubig.
She was naive.	Sie war blauäugig.
She was young.	Sie war jung.
She went home.	Sie ging nach Hause.
She went home.	Sie ist nach Hause gegangen.
She's a cutie.	Sie ist eine Süße.
She's a cutie.	Sie ist eine süße Maus.
She's dieting.	Sie ist auf Diät.
She's dieting.	Sie macht eine Diät.
She's my type.	Sie ist mein Typ.
She's my wife.	Sie ist meine Frau.
Show it to me.	Zeig es mir.
Show it to me.	Zeig sie mir.
Show it to me.	Zeig ihn mir.
Show it to us.	Zeig es uns!
Show it to us.	Zeig ihn uns!
Show it to us.	Zeig sie uns!
Show yourself.	Zeigen Sie sich!
Show yourself.	Zeige dich!
Shut the book.	Schließ das Buch.
Shut the door.	Schließ die Tür.
Shut the door.	Mach die Tür zu.
Shut the door.	Mach die Türe zu.
Some fish fly.	Einige Fische fliegen.
Speak clearly.	Sprich deutlich!
Speak quietly.	Sprich leise!
Stand at ease!	Rührt euch!
Start running.	Fang an zu rennen.
Start running.	Fang an zu laufen.
Start running.	Fangen Sie an zu laufen.
Start running.	Beginnen Sie zu laufen.
Start running.	Beginnen Sie zu rennen.
Start the car.	Lasse den Wagen an!
Start the car.	Lass den Wagen an!
Start writing.	Fang an zu schreiben.
Stay in there.	Bleib da drinnen!
Stay positive.	Bleibe zuversichtlich!
Stay together.	Bleibt zusammen!
Stay together.	Zusammenbleiben!
Stay with Tom.	Bleib bei Tom!
Stay with Tom.	Bleiben Sie bei Tom!
Stir the soup.	Rühr die Suppe um.
Stop bragging.	Hör auf anzugeben!
Stop clapping.	Hör auf zu klatschen.
Stop clapping.	Hören Sie auf zu klatschen.
Stop clapping.	Hört auf zu klatschen.
Stop dreaming.	Hör auf zu träumen.
Stop fighting!	Hört auf zu kämpfen!
Stop fighting.	Hört auf zu kämpfen!
Stop fighting.	Hör auf zu raufen!
Stop fighting.	Hört auf zu raufen!
Stop fighting.	Hören Sie auf zu raufen!
Stop fighting.	Hör auf zu kämpfen!
Stop fighting.	Hören Sie auf zu kämpfen!
Stop laughing.	Hör auf zu lachen!
Stop meddling.	Misch dich nicht ein!
Stop shooting.	Hör auf zu schießen.
Stop shooting.	Hört auf zu schießen.
Stop shooting.	Hören Sie auf zu schießen.
Stop shouting.	Hör auf zu rufen.
Stop swearing.	Hör auf zu fluchen!
Stop swearing.	Hört auf zu fluchen!
Stop swearing.	Hören Sie auf zu fluchen!
Stop that car.	Stoppen Sie dieses Auto.
Straighten up.	Richte dich auf.
Suit yourself.	Ganz wie du willst.
Suit yourself.	Mach, was du willst.
Suit yourself.	Mache, was du willst.
Suit yourself.	Tu was du willst.
Suit yourself.	Wie du willst.
Sweep my room.	Feg mein Zimmer.
Take Tom home.	Bring Tom nach Hause!
Take Tom home.	Bringen Sie Tom nach Hause!
Take a number.	Ziehe eine Nummer!
Take a number.	Ziehen Sie eine Nummer!
Take a number.	Zieh eine Nummer!
Take a shower.	Geh duschen!
Take him away.	Führt ihn ab!
Take him away.	Abführen!
Take me there.	Bring mich dahin.
Take my horse.	Nimm mein Pferd.
Take only one.	Nimm nur eines.
Take only one.	Nimm nur einen.
Take only one.	Nimm nur eine.
Take us there.	Bring uns hin.
Tastes differ.	Geschmäcker sind verschieden.
Tell Tom that.	Sag das Tom.
Thanks anyway.	Danke trotzdem.
That can't be.	Das kann gar nicht sein.
That isn't it.	Das ist es nicht.
That one's OK.	Der da ist in Ordnung.
That one's OK.	Der da ist OK.
That one's OK.	Die da ist in Ordnung.
That one's OK.	Die da ist OK.
That one's OK.	Das da ist in Ordnung.
That one's OK.	Das da ist OK.
That was easy.	Das war einfach.
That was fast.	Das war schnell.
That was loud.	Das war laut.
That was mean.	Das war gemein.
That was ours.	Das war unsres.
That was ours.	Das war unsrer.
That was ours.	Das war unsre.
That'd be fun.	Das wäre toll.
That'd be fun.	Das würde Spaß machen.
That'd be fun.	Das wäre lustig.
That'll do it.	Das wird es tun.
That's Saturn.	Das ist der Saturn.
That's a book.	Das ist ein Buch.
That's a copy.	Das ist eine Kopie.
That's a doll.	Das ist eine Puppe.
That's a fact.	Das ist eine Tatsache.
That's a fact.	Das ist ein Faktum.
That's a fake.	Das ist eine Kopie.
That's a fake.	Das ist eine Fälschung.
That's a fish.	Das ist ein Fisch.
That's a joke.	Das ist ein Witz.
That's a joke.	Das ist ein Scherz.
That's a myth.	Das ist ein Mythos.
That's a plan.	Das ist ein Plan.
That's a risk.	Das ist ein Risiko.
That's a sign.	Das ist ein Zeichen.
That's a tree.	Das ist ein Baum.
That's better.	Besser.
That's better.	Das ist besser.
That's broken.	Das ist kaputt.
That's broken.	Das funktioniert nicht.
That's doable.	Das ist machbar.
That's enough.	Es reicht!
That's enough.	Das reicht.
That's enough.	Das ist genug.
That's enough.	Es reicht.
That's my boy.	Das ist mein Junge.
That's my car.	Das ist mein Auto.
That's my cat.	Das ist meine Katze.
That's my dad.	Das ist mein Vater.
That's my dog.	Das ist mein Hund.
That's my job.	Das ist meine Aufgabe.
That's not OK.	Das ist nicht okay.
That's simple.	Das ist einfach.
That's so sad.	Das ist so traurig.
That's stupid.	Das ist blöd.
That's unfair.	Das ist ungerecht.
The bell rang.	Die Glocke läutete.
The cup broke.	Die Tasse zerbrach.
The girls won.	Die Mädchen haben gewonnen.
The girls won.	Die Mädchen gewannen.
The girls won.	Die Mädchen siegten.
The girls won.	Die Mädchen haben gesiegt.
There is hope.	Es besteht Hoffnung.
There is more.	Es gibt noch mehr.
There you are.	Hier bitte.
These are new.	Diese sind neu.
They all knew.	Sie wussten alle Bescheid.
They are busy.	Sie haben zu tun.
They are busy.	Sie sind beschäftigt.
They canceled.	Sie kündigten.
They canceled.	Sie sagten ab.
They found it.	Sie haben es gefunden.
They found us.	Sie haben uns gefunden.
They know Tom.	Sie kennen Tom.
They know Tom.	Die kennen Tom.
They know you.	Sie kennen dich.
They love Tom.	Sie lieben Tom.
They loved it.	Sie mochten es.
They loved it.	Die liebten es.
They may come.	Sie können kommen.
They may come.	Die können kommen.
They need him.	Sie brauchen ihn.
They said yes.	Sie sagten ja.
They sat down.	Sie setzten sich.
They saved us.	Sie haben uns gerettet.
They vanished.	Sie verschwanden.
They want Tom.	Sie wollen Tom.
They will die.	Sie werden sterben.
They'll be OK.	Es wird ihnen gutgehen.
They'll do it.	Sie werden es tun.
They're Asian.	Sie sind Asiaten.
They're Tom's.	Sie sind Toms.
They're alone.	Sie sind allein.
They're angry.	Sie sind wütend.
They're angry.	Sie sind zornig.
They're armed.	Sie sind bewaffnet.
They're awake.	Sie sind wach.
They're broke.	Sie sind pleite.
They're brown.	Sie sind braun.
They're crazy.	Die haben sie nicht mehr alle!
They're drunk.	Sie sind betrunken.
They're drunk.	Sie sind blau.
They're dying.	Sie sterben.
They're early.	Sie sind früh dran.
They're empty.	Sie sind leer.
They're fools.	Das sind Dummköpfe.
They're going.	Sie gehen.
They're great.	Sie sind großartig.
They're green.	Sie sind grün.
They're happy.	Sie sind glücklich.
They're quiet.	Sie sind still.
They're quiet.	Sie sind leise.
They're quiet.	Sie sind ruhig.
They're ready.	Sie sind bereit.
They're right.	Sie haben recht.
They're right.	Sie haben Recht.
They're small.	Sie sind klein.
They're spies.	Das sind Spione.
They're there.	Sie sind dort.
They're tired.	Sie sind müde.
They're upset.	Sie sind bestürzt.
They're wrong.	Die irren sich.
They're wrong.	Die haben unrecht.
They're yours.	Sie sind deine.
Things change.	Die Dinge ändern sich.
Things happen.	So etwas passiert nun mal.
This is Japan.	Das hier ist Japan.
This is Tom's.	Das gehört Tom.
This is a DVD.	Das ist eine DVD.
This is a dog.	Das ist ein Hund.
This is a dog.	Dies ist ein Hund.
This is a map.	Dies ist eine Landkarte.
This is a pen.	Das ist ein Füller.
This is a pen.	Das ist ein Kuli.
This is a pun.	Das ist ein Wortspiel.
This is crazy.	Das ist verrückt.
This is crazy.	Das ist Wahnsinn.
This is funny.	Das ist komisch.
This is great.	Das ist toll.
This is my CD.	Das ist meine CD.
This is weird.	Das ist komisch.
This is wrong.	Das ist falsch.
This is yours.	Das ist deins.
This is yours.	Das ist Ihres.
This must end.	Das muss aufhören!
This one's OK.	Dieser ist in Ordnung.
This was hard.	Das war schwierig.
This was hard.	Das war schwer.
Throw it away.	Wirf es weg.
Time is money.	Zeit ist Geld.
Tom adores me.	Tom betet mich an.
Tom adores me.	Tom himmelt mich an.
Tom and I ran.	Tom und ich rannten.
Tom applauded.	Tom klatschte.
Tom applauded.	Tom applaudierte.
Tom applauded.	Tom spendete Beifall.
Tom applauded.	Tom hat geklatscht.
Tom applauded.	Tom hat applaudiert.
Tom applauded.	Tom hat Beifall gespendet.
Tom asked why.	Tom fragte, warum.
Tom ate alone.	Tom aß allein.
Tom ate alone.	Tom hat allein gegessen.
Tom avoids me.	Tom meidet mich.
